dataset,gene_id,gene_name,isoform_id,dIF,q_use,consequence
Mishra_FF1,SORBS2,SORBS2,ENST00000284776,0.112525,1.897312252203259e-183,IR
Mishra_FF1,SORBS2,SORBS2,ENST00000284776,0.112525,1.897312252203259e-183,codingPotential
Mishra_FF1,SORBS2,SORBS2,ENST00000284776,0.112525,1.897312252203259e-183,domain_identified
Mishra_FF1,NEO1,NEO1,ENST00000560262,0.272325,4.339654527082101e-130,codingPotential
Mishra_FF1,NEO1,NEO1,ENST00000560262,0.272325,4.339654527082101e-130,domain_identified
Mishra_FF1,NEO1,NEO1,ENST00000560262,0.272325,4.339654527082101e-130,signal_peptide_identified
Mishra_FF1,NEO1,NEO1,ENST00000558964,-0.214175,4.339654527082101e-130,codingPotential
Mishra_FF1,NEO1,NEO1,ENST00000558964,-0.214175,4.339654527082101e-130,domain_identified
Mishra_FF1,NEO1,NEO1,ENST00000558964,-0.214175,4.339654527082101e-130,signal_peptide_identified
Mishra_FF1,NEO1,NEO1,ENST00000560328,-0.11412499999999998,4.339654527082101e-130,codingPotential
Mishra_FF1,NEO1,NEO1,ENST00000560328,-0.11412499999999998,4.339654527082101e-130,domain_identified
Mishra_FF1,PCDHA5,PCDHA5,ENST00000614258,0.6398250000000001,8.693288911962652e-125,codingPotential
Mishra_FF1,PCDHA5,PCDHA5,ENST00000614258,0.6398250000000001,8.693288911962652e-125,domain_identified
Mishra_FF1,PCDHA5,PCDHA5,ENST00000614258,0.6398250000000001,8.693288911962652e-125,signal_peptide_identified
Mishra_FF1,PCDHA5,PCDHA5,ENST00000529859,-0.4671,8.693288911962652e-125,IR
Mishra_FF1,PCDHA5,PCDHA5,ENST00000529859,-0.4671,8.693288911962652e-125,codingPotential
Mishra_FF1,PCDHA5,PCDHA5,ENST00000529859,-0.4671,8.693288911962652e-125,domain_identified
Mishra_FF1,PCDHA5,PCDHA5,ENST00000529859,-0.4671,8.693288911962652e-125,signal_peptide_identified
