dataset,gene_id,gene_name,isoform_id,dIF,q_use,consequence
Lees_FA1,PHRF1,PHRF1,ENST00000416188,0.13393333333333335,9.198280164910966e-56,codingPotential
Lees_FA1,PHRF1,PHRF1,ENST00000416188,0.13393333333333335,9.198280164910966e-56,domain_identified
Lees_FA1,PHRF1,PHRF1,ENST00000533464,-0.11239999999999999,9.198280164910966e-56,codingPotential
Lees_FA1,PHRF1,PHRF1,ENST00000533464,-0.11239999999999999,9.198280164910966e-56,domain_identified
Lees_FA1,TET2,TET2,ENST00000513237,0.1012,1.0451326065343454e-46,codingPotential
Lees_FA1,CDC16,CDC16,ENST00000252457,-0.14716666666666667,1.38368785733688e-32,codingPotential
Lees_FA1,CDC16,CDC16,ENST00000252457,-0.14716666666666667,1.38368785733688e-32,domain_identified
Lees_FA1,ELAPOR2,ELAPOR2,ENST00000416314,0.17476666666666668,2.199979545138232e-31,codingPotential
Lees_FA1,ELAPOR2,ELAPOR2,ENST00000416314,0.17476666666666668,2.199979545138232e-31,domain_identified
Lees_FA1,ELAPOR2,ELAPOR2,ENST00000394714,-0.1515,2.199979545138232e-31,codingPotential
Lees_FA1,CHN1,CHN1,ENST00000409597,0.12123333333333333,1.5640208269266835e-29,codingPotential
Lees_FA1,CHN1,CHN1,ENST00000409597,0.12123333333333333,1.5640208269266835e-29,domain_identified
Lees_FA1,CHN1,CHN1,ENST00000409597,0.12123333333333333,1.5640208269266835e-29,signal_peptide_identified
Lees_FA1,ERCC6L2,ERCC6L2,ENST00000456993,0.11843333333333333,3.4760345567662963e-26,codingPotential
Lees_FA1,ERCC6L2,ERCC6L2,ENST00000456993,0.11843333333333333,3.4760345567662963e-26,PTC
Lees_FA1,ERCC6L2,ERCC6L2,ENST00000456993,0.11843333333333333,3.4760345567662963e-26,domain_identified
Lees_FA1,CEP85,CEP85,ENST00000453146,0.12496666666666667,1.3061609083648043e-24,codingPotential
Lees_FA1,DLG1,DLG1,ENST00000669565,-0.1069,2.1971493538933377e-24,codingPotential
Lees_FA1,DLG1,DLG1,ENST00000669565,-0.1069,2.1971493538933377e-24,domain_identified
Lees_FA1,CAPRIN2,CAPRIN2,ENST00000695400,0.12416666666666666,1.3478620785648137e-22,codingPotential
Lees_FA1,CAPRIN2,CAPRIN2,ENST00000695400,0.12416666666666666,1.3478620785648137e-22,domain_identified
Lees_FA1,CAPRIN2,CAPRIN2,ENST00000695402,-0.11223333333333334,1.3478620785648137e-22,codingPotential
Lees_FA1,CAPRIN2,CAPRIN2,ENST00000695402,-0.11223333333333334,1.3478620785648137e-22,domain_identified
Lees_FA1,CEP41,CEP41,ENST00000675596,0.15263333333333334,3.6768762168253855e-21,codingPotential
Lees_FA1,CEP41,CEP41,ENST00000675596,0.15263333333333334,3.6768762168253855e-21,domain_identified
Lees_FA1,CEP41,CEP41,ENST00000676243,-0.1305,3.6768762168253855e-21,codingPotential
Lees_FA1,CEP41,CEP41,ENST00000676243,-0.1305,3.6768762168253855e-21,domain_identified
Lees_FA1,CEP41,CEP41,ENST00000675138,-0.10783333333333334,3.6768762168253855e-21,codingPotential
Lees_FA1,CEP41,CEP41,ENST00000675138,-0.10783333333333334,3.6768762168253855e-21,domain_identified
Lees_FA1,ATF6,ATF6,ENST00000681801,0.13546666666666662,4.080733622777551e-21,codingPotential
Lees_FA1,ATF6,ATF6,ENST00000681801,0.13546666666666662,4.080733622777551e-21,PTC
Lees_FA1,ATF6,ATF6,ENST00000681801,0.13546666666666662,4.080733622777551e-21,domain_identified
Lees_FA1,ATF6,ATF6,ENST00000681187,-0.10666666666666666,4.080733622777551e-21,codingPotential
Lees_FA1,ENSG00000291176.2,NA,ENST00000690531,0.15413333333333334,3.2037499246856676e-19,IR
